LSR_GOODS_CD,LSR_GOODS_NM,GOODS_GUID_CN
36020,[서울 중구] 감성 필름사진 암실 클래스,"아날로그의 감성을 진하게 느낄 수 있는 필름사진 암실 클래스는 옛날 사진관에서 갓 뽑아온 듯한 빈티지한 흑백사진을 직접 찍고 현상해  수동으로 인화해 갈 수 있습니다. 어릴 적, 부모님이 찍어주신 필름사진처럼 따뜻한 감성이 묻어나도록 감성을 채워보세요."
36021,[경기 성남] 핸드페인팅 도자기 만들기,그림과 도자기로 힐링할 수 있는 시간입니다. 초벌된 하얀 도자기 위에 그림을 그려 단 하나뿐인 나만의 도자기를 만들어보세요. 아기자기한 나만의 개성을 뽐낼 수 있습니다. 그림에 소질이 없어도 괜찮아요.  친절하신 선생님께서 멋진 작품이 나올 수 있도록 도와드릴 거예요.
36023,[서울 용산] 직접 만드는 가죽 여권케이스,"당장 여행을 떠나고 싶게 만드는 아이템! 내 손으로 직접 만드는 가죽 여권케이스입니다.  가죽으로 만들어서 튼튼하고 오래 잘 쓸 수 있어요. 한땀 한땀 직접 바느질하며 완성되는 제품을 보면 보람을 느끼고, 힐링도 될 거예요. 선물하기에도 딱 좋은 가죽 여권케이스를 만들어 보세요."
36024,[서울 용산] 가죽공예 핸드메이드 나뭇잎북마크,어릴 적 한 번 쯤 예쁜 나뭇잎을 주워 책 어딘가에 꽂아 둔 기억이 있지 않으신가요?  책 속에 간직했던 나뭇잎을 떠올리며 책갈피를 만들어 보세요. 가죽공예라고 어려워 하실 필요가 없어요. 모든 도구와 재료가 DIY키트로 준비되어 있답니다.
36025,[서울 광진] LIFEWORK 청년 워크숍,"하고 싶은 일을 찾아 이루는 방법, 내가 좋아하는 것은 무엇인지, 나의 열정은 무엇인지, 하고 싶은 일을 구체화하는 방법 등 오롯이 나를 위한 것을 생각할 수 있는 시간을 보낼 수 있어요!  내가 무엇을 잘하는 지, 어떤 일을 하고 싶은지에 대해 알고싶은 분들에게 적극 추천합니다."
36027,[서울 서초] 주말 왕초보 방송 댄스반,누구든지 언제든지 재밌게 춤을 배울 수 있는 방송댄스! 왕초보도 가능한 방송댄스 수업이에요.  주말반이기에 평일에 시간이 되지않는 분들이 배우기에 참 좋아요.  유명 댄스 트레이닝 학원 실장 겸 메인 트레이너 경력 5년의 선생님이 직접 알려주어 기초부터 제대로 다질 수 있답니다.  같이 즐기고 놀면서 배워보세요.
36033,[경기 부천] 아인스워터월드+아인스월드+골드러시 뷔페,"세계여행 다녀오셨나요? 비행기타고 배타고 장거리 여행을 하지 않아도 편한 복장으로 갈 수 있는 곳이 있답니다. 바로 부천 아인스월드입니다.  세계 랜드마크를 미니어쳐로 만들어 놓은 곳으로써, 세계 각국의 명소를 볼 수 있습니다. 특히 아인스월드는 야경이 끝내주기 때문에, 친구,연인과 함께 오세요~"
36034,[전남 여수] 디오션 워터파크 이용권 : 핫시즌Ⅰ,색다른 물의 유혹이 시작됩니다!  디오션 워터파크에서 진짜 여름을 보내보세요~
36039,[전남 여수] 디오션 워터파크 이용권 : 핫시즌Ⅱ(7/27~8/5),색다른 물의 유혹이 시작됩니다!  디오션 워터파크에서 진짜 여름을 보내보세요~
36041,[경기 부천] 아인스월드 + 골드러시 뷔페,"세계여행 다녀오셨나요? 비행기타고 배타고 장거리 여행을 하지 않아도 편한 복장으로 갈 수 있는 곳이 있답니다. 바로 부천 아인스월드입니다.  세계 랜드마크를 미니어쳐로 만들어 놓은 곳으로써, 세계 각국의 명소를 볼 수 있습니다. 특히 아인스월드는 야경이 끝내주기 때문에, 친구,연인과 함께 오세요~"
36045,[충남 아산] 파라다이스 스파 도고 성수기 입장권,"놀아도 놀아도 에너지 샘솟는 사계절 온천휴양지  실내외 스파와 온천, 시원한 워터파크 시설과 테라피까지 갖춘 파라다이스  스파 도고는 서울에서 1시간 거리에 위치하고 있습니다.  지하 250m 양질의 유황온천수를 공급하여 국가로부터 국민보양온천 1호로 인정 받은 스파브랜드입니다.  2016년 오픈한 파도풀, 25m 정규 야외 수영장, 탁 트인 전망의 인피니티 풀 등 다양한 시설을 갖춰 물놀이도 즐기고 여유롭게 휴식을 취하기도 좋습니다."
36048,[강원 평창] 대관령 삼양목장,"강원도 평창군 대관령 일대에서 최대의 초지 목장을 소유한 대관령 삼양목장입니다. 약 350두를 사육하며 동양 최대의 목장으로 거듭나게 되었습니다.  목장 외에도 푸른 나무들로 가득찬 공원도 거닐 수 있으며, 드라마/영화 촬영지로도 유명합니다. 시원한 바람과 아름다운 자연 풍경을 한 눈에 볼 수 있는 기회, 놓치지 마세요~"
36049,[충남 천안] 상록 아쿠아피아 종일/오후권 : 하이시즌(7/28~8/5),"중부권을 대표하는 환상적인 실내 물놀이 시설 상록 아쿠아피아 계절이나 날씨에 상관없이 물놀이를 즐길 수 있도록 실내 2,100평/야외 1,000평 규모로 조성되어 있는 워터파크로, 보다 즐거운 경험과 추억을 남길 수 있도록 항상 준비되어 있습니다. 재미와 스릴을 동시에 만끽할 수 있는 마스터블라스터 순수 물의 힘에 의한 상승/하강 작용을 느낄 수 있는 2인용 튜브 슬라이드인 마스터블라스터(Master Blaster)는 상록아쿠아피아를 대표하는 물놀이 시설로 가족&연인과 함께 즐기면 더욱 재미있고 스릴있는 기종입니다."
36051,[충북 제천] 제천 짚트랙 + 산악체험,"짚트랙부터 클라이밍, 스카이점프 등 수 많은 레저가 한 곳에 모여 있는 이곳! 6세 이상 아이부터 체험 가능하니 가족 추억 만들기에도 좋아요."
36052,[충남 천안] 상록아쿠아피아 종일권 미들시즌,오직 주말 및 공휴일만 이용 가능한 프로모션! 유수풀부터 파도풀 그리고 스파까지! 남녀노소 누구나 즐길 수 있는 워터파크를 만나보세요.
36053,[강원 춘천] 루비코니 집라인,집라인 타러 춘천가자~  김유정역에 위치하며 물레길에서 차량으로 10분거리에 있어서 멀리 가지 않아도 집라인을 즐길 수 있습니다!  또한 남녀노소 특히 아이들도 혼자서 탈 수 있게끔 안전하게 만들어 두었기 때문에 무서워 하지 않아도 됩니다~  주변 관광지까지 많은 강원도 춘천으로 놀러오세요!
36056,[전북 전주] 얼티밋 뮤직 페스티벌 JUMF,"한국의 전통이 살아 있는 도시 전주에서 트렌디한 음악을 소개하는 페스티벌이 열립니다.  8월 3일부터 5일까지 전주종합경기장에서 열리는 ‘전주얼티밋뮤직페스티벌 2018’ 입니다.  JUMF는 올해로 3회째 맞이하는 전북 내 최대 페스티벌이며, ‘얼티밋’(Ultimate·궁극적인)이라는 단어에서 보듯 인디에서 오버, 록에서 힙합까지 다양한 장르의 아티스트들이 참여합니다. JUMP 2018 전주 얼티밋 뮤직 페스티벌로 모두모두 GOGO~"
36057,[강원 홍천] 오션월드 종일권 + 구명조끼 무료 : ★핫딜특가,하태핫태 오션월드~  핫한 여름 오션월드에서 시원하게 여름을 즐겨보아요!!   즐길 때 즐기더라고 안전이 제일 중요하다는 사실! 오션월드 입장권 + 구명조끼까지 알뜰하게 챙겨서 떠나요~
36062,[경기 가평] 텐클럽수상레저,차원이 다른 텐클럽의 물 ! 이런 물은 전국 어디에도 없다! 7km 일직선의 북한강을 독점으로 사용하는 텐클럽! 잔잔한 물 상태 또한 차원이 다릅니다.
36063,[서울 구로] 낚시구역 낚시카페,"바쁘게 돌아가는 도심 속에서 팔딱팔딱 살아있는 어감을 느낄 수 있다?! 바다에서만 낚시를 할 수 있다는 편견은 이제 그만~ 실내에서 짜릿한 손맛을 느낄 수 있는 곳, 낚시 카페를 소개합니다.  친구, 연인과 함께 물고기도 낚고, 풍성한 사은품도 득템하세요!"
36067,[서울 여의도] 다타텐트,"휴식이 필요한 날,  어디로 떠나시나요? 캠핑의 계절이 돌아온 만큼 지금 한강공원은 힐링을 즐기는 캠핑족들로 가득하답니다. 합리적인 가격은 물론 간편한 원터치 설치가 가능해 누구나 쉽게 즐길 수 있는 다타텐트 캠핑을 만나보세요."
36068,[전남 화순] 금호리조트 아쿠아나 골드시즌,"광주 인근 온천수 워터파크 <화순 금호리조트 아쿠아나>  사계절 내내 천연 온천수로 짜릿한 물놀이와 힐링을 동시에 즐길 수 있는 가족휴양 워터파크입니다. 10m 높이 스피드 슬라이드와 150m 원통관을 통과하는 튜브 슬라이드, 30cm 미만의 어린이 놀이터 아쿠아플레이, 수상 줄타기 등을 즐기는 아쿠아 플롯트 등 남녀노소 모두 즐길 수 있는 물놀이 시설이 다채롭게 갖춰져 있습니다.  편안한 휴식을 원하는 분들은 바데풀에서 수압 마사지를 받으며 여유로운 시간을 만끽할 수 있습니다."
36069,[강원 원주] 간현 레일바이크,"칙칙폭폭~ 두근두근! 철길따라 달리는 설렘 가득한 여행을 원하시나요? 섬강과 작은 금강산이라고 불리는 소금산의 경관을 눈에 담을 수 있는 원주 레일바이크를 소개합니다. 구 간현역에서 판대 환승역을 오고가며, 안전하게 즐길 수 있답니다!"
36078,[경기 가평] 까사 32 풀파티,"깨끗한 온수풀과 버블파티를 한 번에 즐길 수 있는 곳, 여러분은 알고 계신가요? 바로 가평 하이엔드웨이브 풀파티로 여러분을 초대합니다. 총 4일간 진행되며, 수준급 바텐더가 만드는 칵테일 한잔하며 핫하게 즐겨봐요~"
36084,[제주 서귀포] 해양 레저파크,"제주도에 재미있는 것만 가득 모아둔 곳이 있다는 사실 알고 계세요? 해양레저의 메카 제주 해양 레저파크입니다. 바나나보트, 밴드왜건 외에 바다속 세상을 직접 걸어서 볼 수 있는 스노클링, 씨워킹 등등을 할 수 있답니다! 제주바다의 이색체험하러 빨리 오세요~"
36085,[경기 파주] 메디테리움 의학박물관,"어렵기만 한 의학의 색다른 변신을 볼 수 있는 곳이 있습니다 !  바로 메디테리움 의학 박물관이랍니다~  더이상 의학이 어렵다는 편견은 그만! 신기하고 재미있게 공부도 하면서 체험도 할 수 있습니다. 어른,아이 구분 없이 유익한 의학 체험하러 오세요~"
36086,[서울 여의도] 아이봇 피크닉,"10초만에 텐트치고 한강 바람 즐기기 <여의도 한강공원 아이봇텐트>  볼거리, 놀거리 가득한 여의도 한강공원 푸른 잔디 위에서 누리는 힐링 텐트 체험. 던지기만 하면 10초만에 설치되는 원터치 텐트 치고 여유롭게 한강 데이트를 즐겨보세요."
36088,[서울 강남] 전시 위대한낙서展 : OBEY THE MOVEMENT,"세계 최고의 아티스트, 작품을 만나다. 전 세계에서 활약하고 있는 미국, 영국, 프랑스의 그래피티 작가 7명의 작품을 한 자리에서 만날 수 있는 기회입니다. 그래피티는 과거 문화유산, 예술품 등을 훼손하는 행위로 여겨졌으나, 지금은 순수 예술의 한 장르이자 팝 아트종류로 인정받고 있습니다! 이번 전시는 한 데 모이기 힘든 최고의 아티스트의 작품을 만날 수 있는 절호의 기회입니다. 여러분, 놓치지 마세요~"
36089,[경남 하동] 레일바이크,"사계절 색다른 풍경과 절경이 펼쳐지는 하동 레일바이크를 소개합니다. 완만한 코스를 따라 가다보면 사계절 특색있는 꽃도 보고 형형색색의 조명들로 꾸며진 아름다운 긴 터널을 볼 수 있습니다. 가족, 친구, 연인과 함께 잊지못할 추억과 낭만을 만들어 보세요~"
36105,[경기 가평] 2018 레드존 풀파티,"물 속에서 핫하게 즐길 수 있다는 사실! 이거 실화냐..? 실화입니다! 바로 가평에 가면 물과 음악이 공존하는 시즌 풀파티가 있습니다.   말이 필요없는 시즌 풀파티, 다함께 시원함이 가득한 풀장에서 풀파티 즐기러 떠나요!"
36106,[경기 과천] 서울랜드 BIG5 + 야외풀장 패키지 (7/16~8/19),눈이 즐겁고 오감이 짜릿한 경험을 하고 싶은가요? 멀리 가지 않아도 되요~ 서울랜드로 다 같이 떠나보아요!  서울랜드의 빅5 놀이기구도 타고 야외 풀장도 즐길 수 있는 패키지 상품입니다.  좋은 기회 놓치지 마세요!
36107,[경기 과천] 서울랜드 BIG5 + AR안전체험관 패키지 (7/16~8/19),눈이 즐겁고 오감이 짜릿한 경험을 하고 싶은가요? 멀리 가지 않아도 되요~ 서울랜드로 다 같이 떠나보아요!  서울랜드의 빅5 놀이기구도 타고 안전 체험도 동시에 해볼 수 있는 패키지 상품입니다.  좋은 기회 놓치지 마세요!
36108,[경기 가평] 캠프통아일랜드 수상레저 1인권,"최강 워터슬라이드를 경험하고 싶다면 가평으로 떠나자~ 초대형 워터 슬라이드 외에도 블롭점프,  워터 페라리까지 !! 국내 최대 수상레저 리조트 캠프통 아일랜드로 어서들 드루와~"
36109,[경기 용인] 한택식물원,"경기도에 1,000여만이 넘는 식물들을 볼 수 있는 곳이 있습니다. 바로 한택 식물원입니다.  예쁘게 가꿔둔 식물들과 생태원들을 한 자리에 만날 수 있습니다. 많이들 놀러 오세요~"
