LSR_GOODS_CD,LSR_GOODS_NM,SLE_STATE_DC
43068,[제주 서귀포] 마라도 잠수함+유리의성,STOP
43069,[제주 서귀포] 마라도 잠수함+상효원,STOP
43070,[제주 서귀포] 마라도 잠수함+산방산탄산온천,STOP
43071,[부산/김해 出] 원동매화축제+울산고래문화마을+대왕암공원 (당일),STOP
43072,[서울/죽전出]  포항VS울산 매력탐구 1박2일,STOP
43073,[전국]공브라더스 골프아카데미 레슨 자유이용권,STOP
43095,[강원 평창]휘닉스파크 객실 + 블루캐니언 워터파크 PKG★특가,STOP
43096,[경기 용인] 에버랜드 Kid's PKG : 2인 종일권+미니3색 색연필,STOP
43097,[경기 용인] 에버랜드 종일이용권 ★츄러스★,STOP
43108,[강원 강릉] 강릉시티투어+바다열차 숙박패키지(1박),STOP
43116,[강원 강릉] 강릉시티투어 1코스 월화거리+숙박패키지,STOP
43120,[대구 달서] 이월드  화이트데이 PKG ★카카오내비 특가,STOP
43121,[경기 수원] 실내동물원 쥬몽 주말권,STOP
43123,[경기 수원] 실내동물원 쥬몽,STOP
43125,[충남 아산] 피나클랜드 ★카카오내비 특가,STOP
43126,[대구 달서] 이월드  화이트데이 PKG,STOP
43127,[충남 아산] 피나클랜드 여름상품,STOP
43129,[부산 해운대] 부산아쿠아리움 화이트데이 특가,STOP
43132,[경기 부천] 하이주,STOP
43137,[충북 제천] 리솜 해브나인 힐링스파,STOP
43139,[경기 용인] 하이주,STOP
43140,[대전] 대전광역 투어패스 ♬,STOP
43144,[제주 서귀포] 세리월드 카트,STOP
43157,[제주 서귀포] 마라도잠수함+인근관광지,STOP
43167,[서울 노원] 캠프VR 노원점,STOP
43174,[경기 용인] 에버랜드 종일/야간 이용+스낵패키지,STOP
43176,[제주 제주시] 러브랜드+유리의성,STOP
43181,[제주 서귀포] 마라도 잠수함+인기관광지,STOP
43189,[제주 서귀포] 마라도잠수함+키즈관광지,STOP
43192,[강원 평창]휘닉스파크 객실 + 블루캐니언 워터파크 PKG★히든특가,STOP
43196,[제주 구좌] 메이즈랜드+휴애리,STOP
43202,[제주 서귀포] 마라도잠수함+꽃관광지,STOP
43241,[서울 영등포] 아쿠아플라넷 63 입장권,STOP
43255,"[춘천/가평] 춘천가평 투어패스 (아침고요수목원, 레일파크 외)",STOP
43263,[서울 중구] 뮤지컬 판타스틱 핫딜★공연,STOP
43265,[서울 홍대] VR라이브,STOP
43289,[서울 강남] 클럽케이 : 찜질스파,STOP
43297,[제주 서귀포] 한화 아쿠아플라넷 제주 ★ 카카오내비 특가,STOP
43300,[전남 여수] 푸른요트투어 퍼블릭투어,STOP
43301,[서울 회기] 프라비라운지 다이어트 데이트,STOP
43310,[서울 종로] 극적인하룻밤 2월★공연,STOP
43316,[경기 용인] 에버랜드2인+골든튤립 에버용인호텔 1박 ★핫딜,STOP
43342,[대구 달서] 이월드 제8회 별빛 벚꽃 축제,STOP
43345,[경기 시흥] ebs 잡스쿨 배곧센터 키즈플레이,STOP
43346,[강원] 정선평창 투어패스 + 파크로쉬 호텔 PKG ♬,STOP
43347,[제주 성산] 우도 잠수함+토이파크 : 이색체험,STOP
43348,[제주 서귀포] 가파도 여객선+마라도정기여객선(운진항),STOP
43349,[제주 서귀포] 토이파크+퍼시픽랜드공연,STOP
43350,[제주 서귀포] 토이파크+세계자동차박물관,STOP
43351,[제주 조천] 에코랜드+세계자동차&피아노박물관,STOP
43377,[서울/경기出 ] 청풍호벚꽃&청풍문화단지+충주호유람선 ★당일여행,STOP
43386,"[서울,경기,인천出] 노오란 파도의 향연 맹방유채꽃&삼척레일바이크 ★당일여행",STOP
43387,[충남 부여] 롯데 부여 아쿠아가든,STOP
43407,[충남 태안] 안면도 리솜오션캐슬 아쿠아월드,STOP
43409,[대구 달서]이월드 자유이용권 특가,STOP
43414,[강원 평창] 용평리조트 객실+워터파크★반값초특가,STOP
43425,[경기 이천] 테르메덴  온천수 스파 시즌off 1+1★초특가,STOP
43455,[경기 가평] 캠프통아일랜드&쁘띠프랑스 패키지,STOP
43459,[강원 춘천] 제이드가든,STOP
43471,[부산 금정] 코코몽 키즈랜드  부산대점 5월,STOP
43476,[서울/경기/인천出] 서산&아산&태안(수선화/튤립/알리움축제) 4색 당일여행,STOP
43479,[전남 완도] 완도투어패스 (완도타워 외 5곳),STOP
43484,[대구 중구] 레전드히어로즈 노보텔점★핫딜,STOP
43497,[경기 용인] 에버랜드2인종일권+용인 센트럴 코업 호텔 1박 PKG,STOP
43505,[단독]캐리비안베이 종일권 0원 특가,STOP
43516,[서울/경기出]  삼척 맹방 유채꽃 축제+논골담길&묵호등대&바람의 언덕,STOP
43518,[경기 여주] 자연촌 참숯마을,STOP
43544,[경기 수원] 코코몽 키즈랜드 동수원점 5월,STOP
43554,[광주 북구] 코코몽 키즈랜드 광주역점 5월,STOP
43555,[서울 강서] 코코몽 키즈랜드 강서점 5월,STOP
43556,[경기 파주] 퍼스트가든,STOP
43557,[경북 경주] 블루원 워터파크,STOP
43559,[경기 부천] 코코몽 키즈랜드 부천뉴코아점 5월,STOP
43565,[전남] 해남 땅끝마을 & 청산도 무박여행,STOP
43570,[대전 중구] 코코몽 키즈랜드 대전 중앙로점 5월,STOP
43577,[대구 수성] 코코몽 키즈랜드 동아수성점 5월,STOP
43580,[여주] 썬밸리 워터파크 이용권(최저가),STOP
43596,[경기 과천] 서울랜드 종일권,STOP
43599,[제주 서귀포] 성산 ATV,STOP
43606,[충북 제천]리솜 해브나인 스파 1인&2인권,STOP
43614,[충남 태안] 안면도 리솜오션캐슬 아쿠아월드,STOP
43627,[부산 해운대] 캐치웨이브 서핑,STOP
43636,[경기 이천] 테르메덴 + 공룡수목원 PKG,STOP
43638,[서울 송파] 샤크 VR : VR카페,STOP
43654,[경북 청도] 프로방스 청도랜드 패키지,STOP
43657,[강원 영월] 동강 래프팅 레져+숙박PKG,STOP
43685,[대구 달서]이월드 1+1 커플권 특가,STOP
43690,[서울 종로] 로맨틱코미디 연극 한뼘사이 4월★공연,STOP
43691,[서울 용산] 남산 N서울타워 & 다이닝 패키지,STOP
43692,[경기 부천] 웅진 플레이도시 워터파크&스파 오후권+플랜디 2시간 이용권,STOP
43693,[경기 부천] 웅진플레이도시 워터파크 로우시즌 이용권,STOP
43694,[서울 종로] 인사동 인생네컷,STOP
43695,[대구]스파밸리 워터파크 봄시즌(최저가),STOP
43696,[충남 태안] 태안투어패스 (구매 다음 날 이용 가능),STOP
43697,[충남 태안] 태안투어패스 (구매 다음 날 이용 가능),STOP
43698,[제주 조천] 국제리더스클럽,STOP
43699,[경기 양평] 두메향기 4월,STOP
43700,[제주 서귀포] 점보빌리지 + 베스트관광지,STOP
43704,[서울 종로] 옥탑방고양이 4월★공연,STOP
43714,[제주 서귀포] 점보빌리지 + 주변관광지,STOP
43723,[강원 춘천] 엘리시안 콘도패키지,STOP
43734,[제주 서귀포] 점보빌리지 + 체험 관광지,STOP
43741,[광교/천안/대구/용인] 키즈파크 너티차일드 입장권 4월,STOP
43746,[강원 평창]용평리조트 피크아일랜드 워터파크&스파(커플추천),STOP
43749,[제주 서귀포] 점보빌리지 + 키즈관광지,STOP
43756,[강원 춘천] 춘천 의암호 물레길 카누체험,STOP
43778,[경남 김해] 롯데워터파크 종일권,STOP
43781,[서울/경기/인천出] 4대 철쭉 명산 당일여행,STOP
43785,[제주 서귀포] 블루마린 다이빙,STOP
43797,[서울 마포] 홍대연극 투깝쇼 ★개그공연,STOP
43801,[제주 애월] 판타지월드+베스트관광지,STOP
43810,[서울/경기出] 순천만국가정원봄꽃축제+순천만습지(당일),STOP
43823,[경기 안성] 팜랜드,STOP
43825,[거제] 거제 씨월드 4월 입장권(최저가),STOP
43827,[강원 춘천] 제이드가든,STOP
43914,[전남 여수] 엑스포 카트,STOP
43918,[전남 여수] 엑스포 스카이플라이 왕복권,STOP
43919,[인천 중구] 영종스카이리조트 워터파크(커플추천),STOP
43924,[전북 고창] 석정휴스파,STOP
43931,[경기 고양] 쥬라리움 일산점,STOP
43940,[경기 용인] 에버랜드 종일/오후권 (4/1~5/12),STOP
43943,[강원 삼척] 삼척 쏠비치 아쿠아월드 종일권 : 하이시즌,STOP
43955,[경북 경주] 개화기의상 대여 황남양장점,STOP
43967,[강원 홍천]오션월드 종일권 로우시즌(최저가)(커플추천),STOP
43968,[과천]서울랜드 자유이용권 특가,STOP
43972,[강원 평창] 휘닉스파크 호텔PKG,STOP
43973,[제주 서귀포] 서귀포잠수함 ★카카오내비 기획전,STOP
43976,[제주 서귀포] 서귀포 유람선★카카오내비 기획전,STOP
43977,[과천] 서울랜드 자유이용권 (최저가),STOP
43978,[제주 안덕] 산방산 탄산온천 ★카카오내비 기획전,STOP
43979,[제주 애월] 불빛정원 ★카카오내비 기획전,STOP
43982,[제주 안덕] 본태박물관 ★카카오내비 기획전,STOP
43984,[경기 용인] 에버랜드 종일/오후권 베네피아특가,STOP
43986,[제주 제주시] 러브랜드 ★카카오내비 기획전,STOP
43996,[인천 중구]파라다이스시티 원더박스 자유이용권,STOP
44013,[일산 초특가] 원마운트 워터파크 1+1,STOP
44015,[제주 대정] 마라도 정기 여객선 ★카카오내비 기획전,STOP
44016,[제주 조천] 포레스트 사파리 ★카카오내비 기획전,STOP
44018,[제주 서귀포] 퍼시픽랜드 마린스테이지 ★카카오내비 기획전,STOP
44019,[제주 서귀포] 세리월드 카트/승마/미로공원 ★카카오내비 기획전,STOP
44020,[제주 남원] 코코몽에코파크 ★카카오내비 기획전,STOP
44021,[제주 서귀포] 소인국 테마파크 4월 ★카카오내비 기획전,STOP
44022,[제주 서귀포] 중문카트 ★카카오내비 기획전,STOP
44024,[제주 애월] 제주 양떼목장 ★카카오내비 기획전,STOP
44025,[제주 서귀포] 점보빌리지 ★카카오내비 기획전,STOP
44027,[제주 조천] 에코랜드 4월 ★카카오내비 기획전,STOP
44028,[제주 서귀포] 노리매 테마공원 ★카카오내비 기획전,STOP
44030,[경기 용인] 평일한정 에버랜드 KID'S PKG+미니색연필 3색 증정,STOP
44031,[경기 용인] 에버랜드 종일권+VR이용권,STOP
44032,[제주 안덕] 세계자동차 박물관 ★카카오내비 기획전,STOP
44033,[제주 서귀포] 마라도 잠수함 ★카카오내비 기획전,STOP
44034,[제주 표선] 목장카페 드르쿰다 : 카트 & 승마체험 ★카카오내비 기획전,STOP
44035,[제주 서귀포] 다이노 대발이파크,STOP
44036,[경남 산청] 오렌지 래프팅,STOP
44037,[서울 잠실] 롯데월드 아이스링크 4월,STOP
44038,[서울 잠실] 롯데월드 아이스링크 4월★카카오내비 특가,STOP
44039,[대구 달서] 이월드 연간회원권 4월,STOP
44040,[서울 강남] 프렌치 팝아트 : 피에르쥘의 포트레이트,STOP
44041,[경기 고양] 배다골 테마파크 만원의 행복,STOP
44042,[강원 정선] 정선평창 투어패스 + 파인포레스트 PKG,STOP
44043,[경기 수원] 코코몽 키즈랜드 수원터미널점 5월,STOP
44044,[경기 남양주] 아쿠와조이 워터파크,STOP
44050,[제주 서귀포] 휴애리 공원,STOP
44054,[전남 순천] 코코몽 키즈랜드 순천점 5월,STOP
44056,[경기 남양주] 아쿠와조이 워터파크 ★카카오내비,STOP
44060,[인천 남동] 코코몽 키즈랜드 인천점 5월,STOP
44064,[경기 평택] 코코몽 키즈랜드 평택점 5월,STOP
44066,[서울 용산] 남산타워 한복문화체험관 한복대여/웨딩스냅,STOP
44070,[서울 송파] 코코몽 키즈랜드 송파점 5월,STOP
44079,[서울 종로] 한국자전거나라와 함께하는 창경궁야경투어,STOP
44084,[충남 천안] 실내동물원 테마파크 쥬쥬피아 4월,STOP
44090,[세종 전동] 베어트리파크 입장권,STOP
44092,[경기 수원] 실내동물원 쥬몽 ★카카오내비,STOP
44098,[경기 오산] 레전드히어로즈 오산세교점 ★카카오내비,STOP
44105,[경기 이천] 파밀리에 승마장 승마체험,STOP
44107,[경기 양평] 세미원,STOP
44112,[충남 아산] 아산스파비스 종일권 (최저가)(커플추천),STOP
44118,[경기 양평] 양평투어패스,STOP
44120,[경기 양평] 세미원 4월 ★카카오내비,STOP
44121,[강원 원주] 간현 레일바이크 4월,STOP
44124,[서울 마포] 오픈더도어 : 방탈출 카페,STOP
44126,[전북] 전북투어패스 + 임실치즈테마파크 치즈체험,STOP
44132,[제주 서귀포] 마린스테이지+세계자동차&피아노박물관,STOP
44137,[제주 서귀포] 마린스테이지+휴애리,STOP
44141,[제주 서귀포] 마린스테이지+산방산탄산온천,STOP
44147,[제주 서귀포] 마린스테이지+헬로키티아일랜드,STOP
44149,[용인] 에버랜드 스페셜 2/3인 패키지 (최저가),STOP
44151,[제주 서귀포/애월] 마린스테이지+불빛정원,STOP
44155,[제주 서귀포] 마린스테이지+항공우주박물관,STOP
44158,[제주 서귀포] 마린스테이지+본태박물관,STOP
44166,[제주 중문] 비바제트보트+체험투어,STOP
44169,[제주 서귀포] 마린스테이지+피규어뮤지엄(키덜트),STOP
44175,[경기 양평] 이색 힐링 수목원 데이트 R401,STOP
44178,[제주 중문] 비바제트보트+중문투어,STOP
44185,[양평] 이색 힐링 수목원 데이트 R401 ★카카오내비,STOP
44188,[제주 서귀포] 비바제트보트+인기관광지,STOP
44192,[충북 제천] 제천 짚트랙 + 산악체험,STOP
44199,[충북 제천] 제천 짚트랙 + 산악체험 ★ 카카오내비,STOP
44203,[경기 부천] 웅진 플레이도시 워터파크+플랜디 2시간 패키지 4월,STOP
44210,[부천]웅진플레이도시 워터파크 로우시즌 이용권(최저가),STOP
44215,[대구 달서] 이월드 83타워 아이스링크PKG 4월,STOP
44216,[경남 통영] 통영크레이지휠 : 전동휠&킥보드,STOP
44219,[강남]코엑스 아쿠아리움★1＋1특가ㅤ,STOP
44220,[강원 평창] 용평리조트 발왕산 관광케이블카,STOP
44221,[제주 서귀포] 세계자동차박물관+가족추천,STOP
44233,[대구 달서] 이월드 튤립축제 자유이용권★1+1특가,STOP
44238,[제주 서귀포] 세계자동차&피아노박물관+양떼목장,STOP
44243,"[충남 태안] 당신의 봄, 태안 수선화 축제 + 빛축제",STOP
44245,[제주 서귀포] 세계자동차&피아노박물관 + 포레스트 사파리,STOP
44246,[강원 속초] 롯데리조트  워터파크(커플추천),STOP
44247,"[충남 태안] 당신의 봄, 태안 수선화 축제 + 빛축제 ★카카오내비",STOP
44249,[서울 영등포] 아이봇 피크닉 여의도 별빛텐트,STOP
44261,[부산 해운대] 서프베이 서핑,STOP
44262,[용인] 에버랜드 종일/오후권 ★1＋1특가ㅤ,STOP
44263,[충남 청양] 청양 고운식물원,STOP
44265,[경기 고양] 쥬라리움  하남점,STOP
44266,[경기 고양] 쥬라리움 파주점,STOP
44267,[부산 광역] 부산광역투어패스 +요트탈래 : 요트투어,STOP
44268,[서울 광진] 쥬티클럽 한강에서 즐기는 선셋카약,STOP
44269,[경기 일산] 원마운트 스노우파크 종일권 4월,STOP
44272,[영등포] 씨랄라 워터파크 (최저가),STOP
44274,[경기 일산] 원마운트 스노우파크 종일권 4월 ★카카오내비,STOP
44275,[일산]원마운트 워터파크 종일권(최저가)(커플추천),STOP
44276,[대구 달서] 엘리바덴 신월성점,STOP
44277,[경기 안산] 대부도 동춘서커스,STOP
44278,[경기 일산] 원마운트 워터파크 종일권 4월 ★카카오내비,STOP
44282,[서울 영등포] 이랜드크루즈 뷔페 패키지♡,STOP
44283,[제주 제주시] 바구스 서핑스쿨 이호,STOP
44284,요트와 관광을 한번에 ! 부산/울산/창원/거제/ 로맨틱한추억을!,STOP
44287,[과천] 서울랜드★1+1 특가,STOP
44296,[대전]오월드 2인 자유이용권★1+1초특가,STOP
44300,[서울 영등포] 이랜드 크루즈,STOP
44303,"[신촌,부평,부천] 방탈출카페 넥스트에디션 3개점 단독 주중권 ★핫딜특가",STOP
44309,[경북 문경] 구랑리역 레일바이크,STOP
44311,[전북 무주] 스노우밸리펜션 + 금강파워레저PKG (빠지),STOP
44314,[용인]캐리비안베이 얼리버드특가 종일/오후권(최저가),STOP
44329,[경기 용인] 에버랜드 종일권+솜사탕,STOP
44331,[제주 애월] 판타지월드+키즈관광지,STOP
44333,[대구 달서] 엘리바덴 상인점,STOP
44336,[전남 여수] 해상케이블카 (최저가),STOP
